Name,N,Breakfast,Lunch,Dinner,Snack,R,M,H,P,I,K,C,Other,serving_size,Q,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin, vitamin_a ,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Food 47,47,1,0,0,0,1,1,1,0,0,1,40.3,1,110,13,118.8,8.47,1.43,85.8,39.6,0,3.3,0,0.64,0.15,0.07,0,0,0,0,11,0,0,0,0,0.17,0,1.1,0.28,0.1,0,24.2,0.06,2.93,8.8,0.08,209,143,0.77,1.38,0.29,0.11,0,0,0,0,0,0.04,0.03,0.06,0,0,0,0.71,0,0.23,0,0,0,0,1.2,6.05,0,0,0.02,0,0,0,0,14.48,0.9,7.18,2.21,0,0,1.2,1.1,0,16.06
Food 48,48,1,0,0,0,0,1,1,0,0,1,7.8,1,150,1,0,0.6,0,3,43.5,0,22.5,0,0.58,0.09,0.47,0.06,2400,0,7.5,7.5,0,43.5,0,0,0.73,0,0,0.75,0.51,0,24,0.1,2.46,16.5,2,243,214.5,6.6,0.54,5.06,0.65,0,0.71,0.28,0.88,0.34,0.38,0.27,0.6,0.08,0.29,0.16,0.18,0,0.62,0.38,0,0.14,0.47,62.73,2.55,5.42,0.09,0.29,0.26,0,0,0,8.37,0.9,0,0,0,0.15,1.13,34.5,0,145.19
Food 49,49,1,0,0,1,0,1,1,0,1,0,9.7,1,150,6,159,4.35,7.05,106.5,390,0.3,4.5,0,7.43,0.37,0.32,0.44,0,0,0,7.5,0,24,0,0.06,1.22,0,0,0.32,1.74,0,9,0,3.36,21,0,319.5,688.5,54.15,6.48,24.53,2.07,2.01,3.91,0.31,4.83,1.96,1.48,0.16,2.18,2.18,2.86,1.23,1.31,1.42,1.14,1.56,0.24,1.22,1.52,1.07,0.15,0,0.05,0.08,0.12,0,0,0,15.42,7.21,2.54,0.3,112.5,0,1.59,0,0,118.02
Food 50,50,1,0,0,0,0,1,1,1,0,0,5.8,1,190,4,178.6,0,0,0,429.4,0,191.9,0,8.51,0,0.5,0.11,1219.8,0,3.8,32.3,0,340.1,0,0.08,0.23,1.33,0,0.34,0.42,0,165.3,0.45,5.64,26.6,3.7,9.5,131.1,3.23,0,1.01,0.15,0,1.7,0.31,0.39,0,0.06,0.11,0.22,0,0,0.49,0,0,0.11,0.05,0,0,0.01,60.27,4.18,13.03,0,0.04,0.1,0,0.02,0.04,3.42,0.51,0,0,0,0,5.43,34.2,0,171.95
Food 51,51,1,0,0,1,0,1,1,0,1,0,1.9,1,130,15,75.4,0.26,0.26,0,67.6,0,5.2,0,0.16,0,0.29,0,0,254.8,3.9,7.8,26,23.4,0,0,0.02,0,0,0.3,0.31,0,0,0.07,0.75,1.3,0,32.5,247,0,0.1,2.39,0.23,0,0.47,0.11,0,0.1,0.1,0,0.19,0.08,0.21,0.22,0.04,0,0.27,0.05,0,0,0,3.02,4.42,0,0,0.14,0.16,0,0,0,14.61,0.04,0.39,0,0,0,2.9,1.3,0,7.72
Food 52,52,1,0,0,0,0,1,1,1,0,0,1.8,1,110,8,513.7,4.07,3.96,13.2,682,13.64,16.5,0,0.04,0.7,0.32,1.7,22481.8,2.2,0,14.3,89.1,25.3,0,0.02,0.12,0,0,12.67,0.92,3.63,313.5,0.05,3.5,8.8,0.11,70.4,135.3,0.44,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,86.69,2.97,44.96,1.69,0.08,0.01,0.1,0.04,0.1,31.59,0,0.29,2.05,0,0,3.53,0,0,1.43
Food 53,53,1,0,0,0,0,1,1,1,0,0,2.4,1,190,2,693.5,0.19,0.19,5.7,1035.5,0,7.6,0,2.99,0.24,0.23,0.17,127.3,3.8,3.8,20.9,1.9,15.2,0,0,0.52,0,0,0.51,0.46,0,127.3,0.37,5.05,22.8,0.39,119.7,400.9,3.23,0,5.15,0.42,0,0.35,0.07,0,0.37,0.13,0,0.34,0,0.16,0.26,0.02,0,0.27,0.21,0,0.02,0,147,16.15,16.45,1.69,0.1,0.25,0.06,0,0,17.33,2.01,0.33,0,1.9,0,2.43,1.9,0,166.97
Food 54,54,1,0,0,0,0,1,1,1,0,0,3.3,1,70,5,380.1,13.23,4.2,1.4,268.8,38.22,3.5,0,2.53,0.16,0.22,0.03,44268,9.1,0,2.8,0,4.9,0,9.14,0.33,0.07,0,0.17,0.06,0.56,29.4,0.1,4.33,8.4,0.04,130.9,231.7,18.27,3.56,4.61,1.19,1.15,0.97,0.17,1.14,0.74,0.59,0.05,0.69,1.22,1.72,0.53,0.57,0.62,0.83,0.89,0.13,0.52,0.3,15.41,0,0,0.04,0.01,0,1.47,0.05,0,7.2,5.26,2.13,0.24,45.5,0.07,0.71,0,0,22.39
Food 55,55,1,0,0,0,0,1,1,0,0,1,8.1,1,130,8,552.5,39,0.26,1.3,724.1,0,79.3,0,6.41,0.04,0.24,0.14,834.6,0,0,22.1,0,11.7,0,0,0.3,0,0,0.33,0.21,4.16,191.1,0.01,3.25,1.3,2.13,119.6,217.1,3.64,0.38,3.72,0,0,0,0,0,0,0.12,0.02,0.11,0,0,0.14,0,0,0,0,0,0,0.04,30.98,4.81,56.29,0.07,0.23,0.03,0.05,0,0.1,33.59,1.24,0.21,2.89,0,0,4.06,1.3,29.9,10.43
Food 56,56,1,0,0,1,0,1,1,0,1,0,4.9,1,90,5,76.5,0,0,0,0,0,5.4,0,0.1,0,0.3,0.1,0,0,0,8.1,9.9,9.9,0,0,0.25,7.38,0,0.97,0.19,0,0,0,3.02,0,0.13,2.7,164.7,0.18,0,0.35,0.1,0,0.01,0,0,0,0.1,0.09,0.18,0,0,0.09,0,0,0.14,0,0,0.03,0,70.03,3.42,6.62,0.05,0.08,0.12,0,0,0,26.13,0.6,0,0,11.7,0,0.95,0.9,0,3.61
Food 57,57,1,0,0,1,0,1,1,0,1,0,9,1,20,3,18.4,2.18,0.06,0,87,0,0,0,0,0,0.01,0.07,0,0,0,0,0,0,0,0,0,0,0,0.05,0.03,0,0,0,0.59,0.4,0,3,20.2,0.8,0,0.04,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.19,0.02,0,0,0.03,0.43,0.01,0,0.01,0.72,1.65,0.02,0,1,0,0,0,0,1.86
Food 58,58,1,0,0,0,0,1,1,0,0,1,6.7,1,60,5,282.6,2.04,1.8,132.6,691.8,0,0.6,0,2.53,0.09,0.17,0.25,0,0,0,4.2,0,0,0,0,0.1,0,16.8,0.77,0.07,0.42,6,0.05,1.61,12,0.06,164.4,92.4,16.98,0.8,10.46,0,0.29,0.04,0.04,0,0,0,0,0.37,0,0,0.06,0.01,0.39,0.68,0.11,0.05,0.56,0.08,48.5,6.36,13.22,0,0.01,0.01,0.08,0.7,0,8.45,41.58,3.64,1.75,0,0,1.35,0.6,0,0.65
Food 59,59,1,0,0,0,0,1,1,0,0,1,5.4,1,30,10,61.2,2.19,0.06,21.6,177.9,0,1.2,0,1.08,0.05,0.09,0.11,0,0.9,0.3,0.9,0,0,0,0.32,0.09,0.06,0,0.08,0.02,0.24,13.2,0.03,0.72,4.2,0.04,64.8,40.5,8.52,0.09,3.05,0.06,0.38,0.67,0.05,1.17,0.27,0.27,0,0.33,0.41,0.2,0.19,0.3,0.25,0.26,0.36,0.05,0.21,0.43,4.42,0.84,0,0,0.01,0.01,0,0,0,7.63,0.84,0.05,0.03,0.3,0,0.35,0,0,12.05
Food 60,60,1,0,0,0,0,1,1,0,0,1,9.5,1,80,8,0,0,0,0,0,2.48,33.6,0,0.57,0.2,0.36,0.12,69.6,4,0,0,7.2,11.2,0,0,0.28,2.24,0,0.42,0.19,0,64.8,0.12,2.37,4.8,0.1,8.8,136.8,0.24,0,0,0.15,0.14,0.21,0.11,0,0,0.06,0.09,0.27,0.06,0.09,0.14,0,0,0.17,0.12,0,0,0.1,17.83,1.6,4.8,0.06,0.04,0.02,0.01,0,0.01,0.72,0.36,0,0,0,0.08,0.7,12,0,73.06
Food 61,61,1,0,0,1,0,1,1,0,1,0,8.5,1,190,5,412.3,0.57,0.57,3.8,34.2,0,13.3,0,3.56,0,0.21,0.27,0,0,3.8,41.8,0,32.3,0,0,0.36,0,0,1.86,0.4,0,11.4,0,5.43,7.6,0,275.5,279.3,0,10.37,0,0,0,0,0,0,0,0.12,0.11,0.02,0,0,0,0,0,0.14,0,0,0,0.03,167.73,5.7,11.93,0.17,0.21,0.04,0.04,0.02,24.17,9.23,0.09,7.78,0,0,0.19,0.06,1.9,0,103.63
Food 62,62,1,0,0,1,0,1,1,0,1,0,8.4,1,170,10,644.3,84.32,2.04,1.7,98.6,28.22,8.5,0,6.33,0.29,1.79,0.25,0,119,1.7,0,0,0,0,0.1,0.4,0,0,0.32,0.32,0,178.5,0.27,5.76,192.1,0,544,265.2,84.49,16.9,22.95,2.6,0.47,2.62,0.22,5.67,1.7,2.03,0.08,2,2.82,3.85,1.2,1.27,1.16,1.57,1.59,0.17,1.32,1.75,105.77,4.42,0,0,0.03,0.22,0.07,0,0.02,18.82,4.88,0.34,7.96,120.7,0,6.05,0,0,124.92
Food 63,63,1,0,0,0,0,1,1,1,0,0,7.2,1,50,10,67,20.65,2.15,0,268.5,1.8,348.5,7,11.72,0.2,0.74,0.3,527,2.5,0.5,4.5,0,76,0,0.03,0.05,0.05,0,0.57,0.17,0,365,0.05,4.94,7,0.12,43,280,0.55,0.55,0.52,0,0.11,0.16,0,0.58,0,0.02,0,0.06,0.21,0,0.02,0,0,0.03,0,0,0,0.03,41.8,0.7,13.93,0.04,0.04,0.01,0.44,0,0.02,5.9,2.64,0.09,2.71,3.5,0,1.32,8.5,0,1.2
Food 64,64,1,0,0,0,0,1,1,1,0,0,3.2,1,30,3,105,7.44,0.36,0.6,229.2,15.72,1.8,4.8,1.37,0.06,0.1,0.21,61.8,3.6,0,0,0.3,1.8,0,0.07,0.19,0,0.3,0.07,0.29,1.62,32.7,0.04,5.5,9.3,0.08,110.1,107.7,11.37,1.53,3.19,0.54,0.8,0.49,0.09,0.23,0.33,0.32,0.02,0.38,0.55,0.2,0.24,0.24,0.24,0.25,0.4,0.05,0.24,0.26,0,0.75,0,0,0,0.02,0,0,0,1.5,4.44,0.04,1.57,20.1,0.03,0.4,0,0,21.71
Food 65,65,1,0,0,1,0,1,1,0,1,0,3.7,1,180,8,0,0,0,3.6,79.2,0,0,0,0.69,0,0.19,0,0,0,3.6,28.8,0,23.4,0,0,0.65,0,0,1.04,0.13,0,0,0,1.22,0,0.4,55.8,23.4,1.98,0,1.24,0.35,0,0.26,0.08,0.28,0,0.22,0.03,0.48,0,0.01,0,0.01,0,0.34,0.02,0,0,0.27,2.77,6.3,0,0,0.16,0.18,0.04,0,0,172.21,34.45,0.31,0,30.6,0.18,1.66,1.8,0,175.3
Food 66,66,1,0,0,1,0,1,1,0,1,0,6.4,1,120,8,271.2,7.68,2.88,0,396,0,42,0,0.16,0.1,0.34,0.08,24525.6,2.4,48,8.4,0,8.4,0,0,0.28,0,0,0.32,0.32,28.92,32.4,0,2.62,18,1.32,22.8,315.6,1.32,0.01,8.96,0.05,0.09,0,0.02,0,0,0.01,0.08,0,0,0,0.11,0,0,0.02,0,0,0.04,0.13,26.66,7.68,10.55,0.02,0.1,0.17,0.08,0.05,0,0.89,4.31,0.22,0.05,0,0,15.11,0,0,109.07
Food 67,67,1,0,0,0,0,1,1,1,0,0,7.7,1,30,3,142.2,4.35,2.91,22.5,201.3,0,39.6,0,0.06,0.14,0.11,0.05,0,0,0,0,0,0,0,0.91,0.07,0.06,0,0.01,0.05,0.18,2.7,0.01,0.84,23.4,0.01,3,147.6,9.45,0.06,2.95,0.39,0.47,0.04,0.08,1.09,0.29,0.2,0.01,0,0.47,0.2,0.2,0.17,0,0.22,0.22,0,0.16,0.28,22.2,0.75,2.41,0,0.02,0.02,0.01,0,0.02,1.08,1.42,1.13,1.23,21.9,0.03,0.38,0,0,16.43
Food 68,68,1,0,0,1,0,1,1,0,1,0,9.4,1,80,3,194.4,15.92,4.08,59.2,39.2,0,1.6,0,6.12,0.07,0.22,0.38,0,4.8,1.6,0,0,10.4,0,0,0.14,0,0,0.68,0.14,0.56,33.6,0,5.08,18.4,0.05,158.4,271.2,26.72,1.14,15.61,1.04,0,0.11,0.18,2.63,0.81,0.75,0.26,0.99,1.73,0.33,0.5,0.62,0.55,0.69,0.6,0,0.58,0.03,61.18,1.52,0,0.04,0,0.04,0.02,0,0.03,8.91,5.24,0.03,1.78,12.8,0,0.98,0,0,72.1
Food 69,69,1,0,0,0,0,1,1,0,1,0,2,1,130,6,0,0,0,0,0,0,20.8,0,0.65,0.14,0.14,0,2220.4,0,3.9,288.6,0,1244.1,0,0,0.79,0,0,2.65,0.78,0,31.2,0.29,2.43,0,2.04,27.3,322.4,2.34,0.18,0,0.49,0.03,0.54,0.4,0.13,0,0.31,0.28,0.23,0,0,0.01,0,0,0.47,0.02,0,0,0.15,55.45,1.56,2.42,3.41,0.25,0.33,0,0,0,1.74,0,0,0,0,0.13,1.79,55.9,0,129.83
Food 70,70,1,0,0,0,0,1,1,0,1,0,8,1,170,2,644.3,166.77,9.18,3.4,482.8,8.67,45.9,0,8.59,0.09,0.35,0.19,0,0,0,5.1,0,0,0,0,0.15,0,0,1.5,1.51,8.33,11.9,0.35,110.42,113.9,0.14,946.9,204,35.36,11.58,21.45,0.05,1.54,0.16,0.15,0,0,0.1,0.05,0.21,0.09,0,0.03,0,1.34,0.17,0,0,0,0,138.38,0.17,0,0,0.17,0.03,0.09,0,55.03,5.47,9.12,3.34,19.13,0,0,1.63,0,0,8.53
Food 71,71,1,0,0,1,0,1,0,0,1,0,8.4,1,190,1,659.3,31.73,5.13,3.8,849.3,53.77,9.5,0,0.98,1.05,0.55,0.36,1413.6,22.8,0,24.7,0,13.3,0,0.02,0.4,18.24,1.9,0.68,0.27,0,228,0.11,4.52,70.3,0,684,277.4,7.03,0.76,23.33,0.1,0,0.26,0.17,0.04,0,0.29,0.12,0.29,0,0.12,0.11,0,0,0.22,0.25,0,0.03,0.12,109.52,4.75,27.42,0,0,0,0.1,2.76,0.06,1.9,5.33,2.18,1.07,0,0,3.63,0,0,8.3
Food 72,72,1,0,0,1,0,1,0,0,1,0,7.3,1,130,1,0,0.39,0,2.6,0,0,3.9,0,0.13,0.07,0.34,0,7.8,326.3,2.6,27.3,1.3,24.7,0,0,0.35,0,0,0.72,0.33,0,5.2,0.18,1.29,0,0.17,10.4,248.3,1.17,0,0,0.16,0,0.01,0.28,0,0,0.13,0.27,0.15,0,0,0.28,0,0,0.2,0,0,0,0,1.72,4.55,2.82,0.1,0.14,0.17,0.08,0,0,0.75,0.1,0.24,0,15.6,0,0.87,2.6,0,122.24
Food 73,73,1,0,0,0,0,1,0,0,0,1,2.9,1,140,1,331.8,11.48,4.06,197.4,65.8,99.4,5.6,152.6,3.15,2.37,0.39,0.1,0,16.8,0,0,0,4.2,0,0,0.37,0.42,15.4,0.13,0.29,0,7,0.14,6.34,33.6,0,242.2,462,45.36,7,26.22,2.33,1.7,2.62,0.2,4.27,1.6,1.39,0.17,2.15,2.12,2.49,0.09,1.32,1.06,1.12,1.08,0.03,0.97,1.25,32.38,0,0.11,0,0.06,0.13,0.15,0,0,6.19,2.13,0.45,6.79,91,0,4,0,0,80.78
Food 74,74,1,0,0,1,0,1,0,0,1,0,5.7,1,80,1,44,0,0,0,188,0,3.2,0,0.13,0,0.01,0.02,0,0,0.8,20.8,10.4,12,0,0,0.3,0,0,0.38,0.38,0,41.6,0,0.77,0,0,13.6,257.6,0.24,0,0,0.06,0,0,0,0.23,0,0,0.09,0.06,0,0,0.04,0,0,0.06,0,0,0,0,1.05,2.8,4.91,0.01,0.14,0.04,0,0,0,71.44,4.35,0,0,0,0,0.3,1.6,0,61.01
Food 75,75,1,0,0,0,0,1,0,0,1,0,1.2,1,40,1,53.2,5.2,1.44,50.8,18.8,20.52,2.4,0,3.58,0.39,0.1,0.16,0,0,0.8,0,0,2,0,1.49,0.39,0.04,0,0.12,0.12,0.2,15.2,0.06,1.24,6,0.02,84.4,140.4,9.48,0.81,10.75,0.58,0.59,0.91,0.18,1.29,0.59,0.44,0.01,0.52,0.76,0.93,0.37,0.51,0.55,0.46,0.5,0.1,0.37,0.58,0.34,0,0,0,0.02,0.01,0.02,0,0.01,4.26,1.2,2.33,0.03,33.6,0,0.46,0.4,0,29.73
Food 76,76,1,0,0,0,0,1,0,0,1,0,3.3,1,130,1,9.1,0,0.39,3.9,442,0,6.5,0,2.52,0,0.37,0.13,87.1,0,2.6,5.2,0,13,0,0,0.4,0,0,1.74,1.13,0,171.6,0.04,4.94,0,0.22,66.3,179.4,0.78,0.22,3.34,0.02,0,0.19,0.08,0.4,0,0.09,0.03,0.04,0,0,0.17,0.13,0,0.31,0.11,0,0,0.12,23.63,5.07,6.81,0.07,0.12,0.2,0.14,0,43.76,1.86,0,0,1.13,0,0,1.43,22.1,0,94.22
Food 77,77,1,0,0,0,0,1,0,0,1,0,3.5,1,120,1,254.4,3.84,3.48,99.6,61.2,0,4.8,0,11.55,0.88,0.27,0,0,3.6,0,0,0,2.4,0,1.43,0.44,0.48,0,0.23,0.29,1.08,12,0.11,3.17,25.2,0.07,224.4,544.8,42.6,4.88,24.19,2.11,2.22,2.84,0.35,4.07,0.99,0.84,0.13,1.44,2.11,2.27,0.92,1.15,1.6,1.14,1.11,0.31,0.87,1.53,0.46,0,0,0,0.05,0.01,0,0.07,0,18.71,15.12,5.12,0,85.2,0,1.27,0,0,56.7
Food 78,78,1,0,0,1,0,1,0,0,1,0,4,1,160,1,555.2,1.28,5.44,0,1004.8,18.56,198.4,91.2,5.09,1.16,0.41,0.45,107.2,1.6,0,22.4,6.4,9.6,0,0,0.48,9.76,0,0.42,10.05,0,129.6,0.25,5.04,17.6,0.25,321.6,292.8,1.92,1.7,14.34,0.09,0.45,0.29,0.34,0,0,0.14,0,0.31,0,0,0.07,0,0.69,1.3,0,0,0.03,0,45.57,10.72,14.59,0,0.06,0.1,0.14,0,0.21,19.14,8.58,6.63,2.38,0,0,3.65,0,0,101.58
Food 79,79,1,0,0,1,0,1,0,0,1,0,5.1,1,30,1,61.8,3.39,0.84,22.5,20.4,0,0,0,1.1,0,0.07,0,0,0.3,0.9,1.5,0,1.5,0,0.37,0.06,0,0,0.12,0.06,0,0,0,0.77,3.9,0,52.8,109.8,8.88,0.77,5.99,0.02,0.35,0.62,0.07,1.05,0.25,0.22,0.03,0.05,0,0.71,0.03,0.03,0,0.38,0.19,0.01,0.29,0.45,0.38,0.03,0,0,0,0.16,0.02,0,0.01,2.55,3.11,2.09,0.02,18,0.03,0.28,0,0,19.43
Food 80,80,1,0,0,1,0,1,0,0,1,0,9.2,1,160,1,548.8,0.64,0.64,0,1075.2,0,75.2,0,5.75,0,0.11,0.29,2544,0,3.2,19.2,14.4,24,0,0,0.22,0,0,0.24,0.61,0,408,0.36,7.09,118.4,0.5,139.2,2444.8,1.44,0.59,13.39,0,0,0.14,0.06,0.67,0,0,0.03,0,0,0,0.17,0,0,0.11,0,0,0,0.03,114.93,16.64,14.85,1.68,0.16,0.16,0.02,0.11,0.11,7.89,3.35,2.38,9.49,0,0.16,5.34,33.6,0,3.84
Food 81,81,1,0,0,0,0,1,0,0,0,1,3.3,1,160,1,0,0,0,1.6,68.8,0,60.8,0,0.43,0.19,0.59,0,10080,0,1.6,49.6,0,40,0,0,0.12,0,0,0.85,0.9,0,297.6,0.17,6.48,14.4,1.84,131.2,267.2,1.6,0.16,0,0.43,0,0.36,0.35,0,0.06,0,0,0.5,0.05,0.04,0.09,0,0,0.32,0.29,0,0,0,21.82,2.56,11.17,0.03,0.19,0.16,0,0,0,160,0,0.13,0,0,0,2.26,46.4,0,160
Food 82,82,1,0,0,1,0,1,0,0,1,0,9.4,1,30,1,45.9,3.51,0.84,24,12.3,13.35,2.4,0,3.09,0.28,0.14,0.2,13.8,0.6,1.2,0,0,0,0,1.09,0.11,0.12,0.3,0.08,0.06,0,35.1,0.02,1.09,6.6,0.07,93.9,109.5,10.59,2.07,5.2,0.48,0.47,0.87,0.13,1.3,0.51,0.24,0.01,0.4,0.51,0.68,0.27,0.29,0.19,0.31,0.32,0.09,0.28,0.37,0.16,0,0,0,0.02,0,0.02,0,0,2.78,1.91,1.46,0.07,18.9,0,0.96,0.3,0,22.76
Food 83,83,1,0,0,1,0,1,0,0,0,1,8.5,1,160,1,0,0,0,9.6,0,0,0,0,0,0,0.01,0,0,0,3.2,28.8,0,24,0,0,0.6,0,0,0.78,0.02,0,0,0,1.73,0,0,38.4,0,0.16,0,0,0,0,0,0,0,0,0.02,0.08,0,0,0,0,0,0,0.29,0,0,0,0,2.45,0.48,4.88,0,0.24,0.03,0,0,0,154.21,15.92,0,0,0,0.16,0.45,48,0,105.57
Food 84,84,1,0,0,1,0,1,0,0,0,1,8.1,1,90,1,244.8,0.72,20.7,2.7,582.3,3.51,508.5,0.9,3.59,0.03,0.28,0.51,60.3,587.7,0,12.6,0,7.2,0,0,0.27,84.78,0,0.26,0.28,0,18,0,3,9.9,0.08,210.6,190.8,31.95,1.02,7.44,0.08,0.37,0.04,0.03,2.41,0.03,0.1,0.07,0.14,0.5,0.13,0,0.64,0,0.79,0.14,0,0.06,0,8.17,8.19,2.75,0.01,0.1,0,0.01,0,0,3.8,1.93,1.59,0.79,16.2,0,2.19,0.9,0,5.19
Food 85,85,1,0,0,1,0,1,0,0,0,1,3.8,1,50,1,180.5,0,0.25,0.5,190,0,44.5,14,0.34,0,0.19,0.38,3,219,0,10.5,6.5,11.5,0,0,0.18,0,0,0.92,0.25,0,94,0.02,1.83,0,0.45,44,95.5,0,0.04,0,0,0,0.01,0.09,0,0,0,0.06,0,0,0,0,0,0,0.01,0,0,0,0.02,18.63,2,5.63,0.05,0.05,0.06,0.07,0,0,0.66,0.23,0,0,0,0.1,0.73,0.5,0,23.08
Food 86,86,1,0,0,0,0,1,0,1,0,0,7.9,1,60,1,253.2,2.46,3.12,1.2,21,6.6,40.8,0,2.42,0.44,0.77,0.26,216,0,0,666,0,4.8,0,0,1.22,3,0.6,0.11,0.1,0,75.6,0.05,4.33,9,0.85,114,69.6,20.52,1.07,3.61,0.1,0.03,0.03,0.08,0.91,0.05,0.05,0.04,0.03,0,0.12,0.07,0,0.28,0.02,0.04,0,0.02,0.1,18.53,1.2,9.65,1.01,0,0.05,0,0,0.05,2.31,13.25,1.01,1.52,0,0.06,1.49,0.6,0,7.42
Food 87,87,1,0,0,0,0,1,0,1,0,0,4.1,1,20,1,0.6,0,0,0,6.8,0,2.4,0,0.17,0,0.05,0,28,0,0,1739,0.2,3.8,0,0,0.08,0,0,0.12,0.08,0,3.6,0.02,0.25,0.4,0.01,7,52.8,0.22,0,0,0.03,0.02,0.04,0.03,0,0,0.01,0,0.02,0,0.01,0.02,0,0,0.05,0.03,0,0,0,6.28,0.72,1.02,0.04,0.02,0.27,0.03,0.01,0,5.81,0.06,0,0,0,0.02,0.28,0.2,0,18.42
Food 88,88,1,0,0,1,0,1,0,0,0,1,6.6,1,70,1,154.7,0,4.2,0.7,446.6,0,1.4,0,0.15,0,0.25,0.02,0,0,2.1,9.1,0,4.9,0,1.84,0.21,0,0,0.12,0.86,0.56,427.7,0,2.45,42,0.13,133,416.5,13.51,2.79,14.89,0.99,0.8,0,0.1,2.43,0,0.57,0.23,0.13,1.12,0.03,0.43,0.41,0.43,0.66,0.52,0.08,0,0.39,31.02,7.98,0,0.06,0.02,0.04,0,0.03,0.03,6.31,1.98,0.81,1.4,51.1,0.07,0.74,0,0,3.21
Food 89,89,1,0,0,1,0,1,0,0,0,1,8.5,1,90,1,227.7,14.13,2.97,75.6,46.8,79.2,5.4,0,6.08,3.03,0.3,0.07,496.8,3.6,1.8,7.2,0,10.8,0,6.25,0.36,0,18,0.22,6.31,0.45,41.4,0.12,2.13,17.1,0.11,275.4,130.5,28.8,2.69,8.32,1.39,1.26,1.84,0.08,3.64,0.9,0.87,0.12,1.13,1.3,0.52,0.65,0.67,1.02,0.89,0.8,0.08,0.57,1.36,0.4,0,0,0,0,0.11,0.01,0,0.05,6.61,0.23,10.36,0.08,63,0,0.98,0,0,11.84
Food 90,90,1,0,0,1,0,1,0,0,0,1,8.4,1,30,1,78.9,5.91,0.81,19.8,18.3,0,0,0,1.7,0.07,0.11,0.03,0,0.3,0,1.5,0,0.6,0,0.02,0.09,0,0,0.05,0.78,0,5.4,0.01,0.62,2.7,0,66.6,790.8,5.31,1.35,4.33,0.12,0.4,0.68,0.02,1.11,0.23,0.26,0,0.36,0.67,0.67,0.23,0.26,0.3,0.25,0.28,0.06,0.25,0.4,16.84,0,0,0,0.01,0.01,0.03,0,0,1.31,2.36,0.36,3.07,19.8,0,0.28,0,0,20.77
Food 91,91,1,0,0,0,0,1,0,0,0,0,8.4,1,170,1,74.8,3.06,0.68,8.5,0,0,15.3,0,0,0,0.27,0,0,0,0,0,0,25.5,0,0,0.26,0,0,2.48,0.83,0,15.3,0,2.4,6.8,0,15.3,800.7,0,0.14,0.58,0.24,0,0.18,0,0,0,0.06,0.22,0.44,0,0,0.12,0.13,0,0,0,0,0,0.25,24.43,0.17,9.52,0.22,0,1.87,0.1,0,0,18.22,0.81,2.4,4.39,0,0,3.86,1.7,0,131.31
Food 92,92,1,0,0,0,0,1,0,0,0,0,1.1,1,20,1,22,1.76,0.12,0.2,10.8,10.24,0.8,0,1.33,0.05,0.05,0,0,0.6,0,0.4,0,0,0,0.36,0.14,0,0,0.08,0.06,0.2,1.8,0.01,0.13,3,0.02,44,74.2,6.5,0.68,5.33,0.3,0.33,0.47,0.07,0.98,0.24,0.19,0.02,0.28,0.4,0.4,0.17,0.22,0.17,0.17,0.21,0.06,0.13,0.27,0,0,0,0,0.01,0.01,0.01,0,0.01,1.68,0.35,3.96,0.02,10.2,0,0.26,0.2,0,12.59
Food 93,93,1,0,0,1,0,1,0,0,0,1,3.4,1,170,1,221,22.44,4.42,153,112.2,0,5.1,0,11,0.98,0.52,0.33,0,0,0,0,0,0,0,2.3,0.53,0,0,0.39,0.48,0.51,25.5,0.09,4.74,54.4,0.11,372.3,511.7,53.04,4.78,47.75,2.2,2.82,4.36,0.45,5.43,1.73,1.34,0.16,2.39,3.21,4.38,1.28,2.08,2.19,2.22,1.56,0.22,1.92,1.61,9.93,0,0,0.03,0,0,0.09,0.03,0.07,6.55,1.86,0,3.26,124.1,0,4.27,1.7,0,108.85
Food 94,94,1,0,0,0,0,1,0,0,0,0,9.1,1,70,1,28.7,5.95,8.47,310.1,550.9,12.46,25.2,0,2.86,0.45,0.22,0.09,0,0,0,4.9,0,8.4,0,0.63,0.08,0,0.7,0.6,0.12,0.28,56.7,0.14,1.94,4.2,0,55.3,7,2.24,1.74,8.47,0.05,0.39,0.45,0.01,0.04,0.12,0.04,0.04,0.08,0,0.05,0.1,0,0.05,0.1,0.15,0,0.09,0.07,17.42,4.27,1.2,0.02,0,0.01,0,0,0,18.7,1.54,0.14,5.77,0,0.07,0.69,0,0,3.62
